<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <%K>, <%D>, <ROC>, <ZeroLine>, <RSI>, <OverBot>, <OverSld>, <ACCUMULATION_DISTRIBUTION>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>, <WILLIAMS_R>, <HIGH_PRICE_ACCELERATION>, <DISPARITY_5>, <DISPARITY_10>
3/31/2003,16:00:00,858.50,859.75,840.00,844.25,632191,859.84,855.42,65.27,82.71,1.17,0.00,47.01,70.00,30.00,-0.19,5.99,5.03,0.96,0.00,92.38,-4.22,97.81,97.19
4/1/2003,16:00:00,844.50,860.50,843.75,856.00,758227,859.14,855.44,61.62,78.82,4.10,0.00,51.17,70.00,30.00,0.97,5.33,5.09,0.25,0.00,71.30,-4.21,99.55,98.67
4/2/2003,16:00:00,856.00,884.25,855.50,878.00,609970,862.57,856.33,64.41,75.41,5.85,0.00,57.84,70.00,30.00,0.98,6.52,5.37,1.14,0.00,31.84,-1.39,101.87,101.15
4/3/2003,16:00:00,878.25,888.75,872.75,873.00,639310,864.47,856.98,70.58,72.52,6.43,0.00,55.96,70.00,30.00,0.67,6.97,5.69,1.28,0.00,32.31,-0.84,101.16,100.58
4/4/2003,16:00:00,871.50,884.25,871.25,878.25,663104,866.97,857.81,75.76,71.30,5.97,0.00,57.52,70.00,30.00,0.87,7.67,6.09,1.58,0.00,21.54,-1.39,101.43,101.36
4/7/2003,16:00:00,883.00,905.00,876.25,878.00,766302,868.98,858.61,68.35,69.78,8.70,0.00,57.41,70.00,30.00,0.93,8.11,6.49,1.61,0.00,41.54,0.00,100.61,101.16
4/8/2003,16:00:00,877.75,888.00,873.50,879.00,601541,870.80,859.41,65.40,68.81,9.91,0.00,57.74,70.00,30.00,0.69,8.44,6.88,1.55,0.00,40.00,-2.09,100.20,101.20
4/9/2003,16:00:00,878.50,887.25,864.25,866.50,832796,870.02,859.68,53.08,66.34,7.57,0.00,52.31,70.00,30.00,0.36,7.60,7.02,0.58,0.00,59.23,-2.20,99.03,99.78
4/10/2003,16:00:00,867.25,872.50,861.50,872.00,559287,870.38,860.17,50.00,63.83,4.62,0.00,54.34,70.00,30.00,0.55,7.30,7.08,0.22,0.00,50.77,-3.90,99.69,100.36
4/11/2003,16:00:00,872.75,883.50,864.75,868.00,590707,869.95,860.47,44.36,61.51,3.86,0.00,52.58,70.00,30.00,0.61,6.66,7.00,-0.34,0.00,60.41,-2.55,99.46,99.85
4/14/2003,16:00:00,871.00,886.75,865.50,886.25,546368,872.91,861.48,54.49,60.71,2.84,0.00,59.09,70.00,30.00,0.88,7.54,7.10,0.44,0.00,37.88,-2.12,101.36,101.46
4/15/2003,16:00:00,884.75,898.75,880.00,898.50,604340,877.56,862.94,68.08,61.12,3.63,0.00,62.78,70.00,30.00,0.67,9.12,7.51,1.61,0.00,14.94,-0.72,102.31,102.36
4/16/2003,16:00:00,900.25,903.50,876.50,879.25,657134,877.87,863.58,73.85,61.48,0.72,0.00,54.46,70.00,30.00,0.19,8.72,7.75,0.97,0.00,59.20,-0.17,99.82,100.16
4/17/2003,16:00:00,879.00,893.50,877.75,891.50,501776,880.35,864.67,76.54,61.57,2.03,0.00,58.25,70.00,30.00,0.90,9.28,8.06,1.23,0.00,31.03,-1.31,100.77,101.34
4/21/2003,16:00:00,893.00,897.75,886.75,892.00,473971,882.47,865.74,73.21,62.11,-0.11,0.00,58.41,70.00,30.00,0.57,9.66,8.38,1.28,0.00,27.38,-0.81,100.28,101.24
4/22/2003,16:00:00,892.75,912.00,885.00,911.50,818180,887.75,867.54,86.38,64.44,5.53,0.00,63.93,70.00,30.00,0.74,11.40,8.98,2.42,0.00,0.99,0.00,101.89,103.06
4/23/2003,16:00:00,911.25,919.50,908.50,918.00,601689,893.25,869.52,92.40,68.81,5.21,0.00,65.57,70.00,30.00,0.73,13.15,9.81,3.33,0.00,2.59,0.00,102.18,103.34
4/24/2003,16:00:00,916.50,917.25,905.50,911.00,619162,896.47,871.14,94.48,73.75,4.98,0.00,62.28,70.00,30.00,-0.06,13.81,10.61,3.20,0.00,15.53,-0.26,100.69,102.04
4/25/2003,16:00:00,910.75,912.75,896.00,898.50,536080,896.84,872.22,82.78,78.02,3.54,0.00,56.81,70.00,30.00,0.10,13.18,11.13,2.05,0.00,38.89,-0.77,99.15,100.34
4/28/2003,16:00:00,899.00,918.00,895.25,913.25,652342,899.83,873.83,79.45,80.80,5.76,0.00,61.15,70.00,30.00,0.86,13.71,11.64,2.07,0.00,14.53,-0.17,100.31,101.48
4/29/2003,16:00:00,914.00,923.75,909.75,915.75,764075,902.72,875.47,80.22,82.14,8.47,0.00,61.85,70.00,30.00,0.75,14.17,12.15,2.02,0.00,16.93,0.00,100.49,101.42
4/30/2003,16:00:00,915.50,921.50,910.00,915.25,705038,905.00,877.03,87.53,83.67,6.92,0.00,61.61,70.00,30.00,0.50,14.32,12.58,1.74,0.00,18.48,-0.26,100.49,101.18
5/1/2003,16:00:00,915.50,915.75,900.50,905.00,274929,905.00,878.13,81.12,84.18,3.08,0.00,56.77,70.00,30.00,0.03,13.47,12.76,0.71,0.00,48.39,-0.90,99.50,99.76
5/2/2003,16:00:00,916.75,930.25,910.75,927.25,593436,909.04,880.05,84.08,85.38,6.21,0.00,63.48,70.00,30.00,1.29,14.42,13.09,1.33,0.00,6.63,0.00,101.31,101.81
5/5/2003,16:00:00,927.00,933.50,923.50,926.00,588534,912.13,881.85,85.06,85.24,5.44,0.00,62.89,70.00,30.00,0.63,14.90,13.45,1.44,0.00,19.61,0.00,100.89,101.30
5/6/2003,16:00:00,925.25,939.50,924.25,933.75,715509,916.06,883.89,91.73,85.16,6.35,0.00,65.06,70.00,30.00,0.89,15.72,13.91,1.81,0.00,12.99,0.00,101.33,101.90
5/7/2003,16:00:00,934.00,937.00,925.25,928.75,648096,918.37,885.65,87.63,84.40,5.66,0.00,62.52,70.00,30.00,0.28,15.79,14.28,1.51,0.00,24.29,-0.28,100.50,101.23
5/8/2003,16:00:00,927.50,929.25,918.25,919.50,732055,918.57,886.98,80.56,84.15,6.12,0.00,58.00,70.00,30.00,0.05,14.92,14.41,0.51,0.00,45.20,-1.16,99.19,100.13
5/9/2003,16:00:00,921.00,933.50,920.00,932.50,520903,921.10,888.76,78.94,84.10,6.94,0.00,62.14,70.00,30.00,1.04,15.11,14.55,0.56,0.00,17.95,-0.69,100.47,101.17
5/12/2003,16:00:00,933.25,946.75,928.25,944.00,591871,925.27,890.93,83.29,84.44,8.76,0.00,65.39,70.00,30.00,0.77,16.01,14.84,1.16,0.00,5.95,0.00,101.32,102.08
5/13/2003,16:00:00,943.50,947.25,938.25,942.00,566594,928.31,892.93,91.08,84.83,6.29,0.00,64.35,70.00,30.00,0.36,16.37,15.15,1.22,0.00,11.23,0.00,100.93,101.57
5/14/2003,16:00:00,942.25,948.25,934.50,940.00,601225,930.44,894.78,90.25,85.85,4.62,0.00,63.28,70.00,30.00,0.45,16.30,15.38,0.92,0.00,22.00,0.00,100.47,101.09
5/15/2003,16:00:00,940.25,948.75,938.00,945.25,638684,933.13,896.76,89.27,86.42,7.51,0.00,64.94,70.00,30.00,0.81,16.48,15.60,0.88,0.00,11.48,0.00,100.48,101.22
5/16/2003,16:00:00,945.25,949.75,938.00,944.50,491449,935.20,898.63,89.44,86.91,5.95,0.00,64.49,70.00,30.00,0.38,16.38,15.75,0.62,0.00,16.67,0.00,100.14,100.95
5/19/2003,16:00:00,941.75,941.75,919.50,922.25,630668,932.84,899.55,76.95,85.27,3.39,0.00,52.83,70.00,30.00,-0.12,14.33,15.47,-1.14,0.00,87.30,-0.89,98.24,98.61
5/20/2003,16:00:00,922.00,925.75,911.25,920.25,769103,930.55,900.37,59.31,82.12,0.96,0.00,51.92,70.00,30.00,0.24,12.41,14.86,-2.45,0.00,76.62,-2.63,98.48,98.54
5/21/2003,16:00:00,920.00,924.25,913.25,922.00,816029,929.00,901.21,42.64,77.91,0.44,0.00,52.69,70.00,30.00,0.36,10.90,14.07,-3.17,0.00,72.08,-2.77,99.05,98.80
5/22/2003,16:00:00,920.50,935.50,919.75,930.75,612073,929.32,902.37,44.55,74.09,2.17,0.00,56.43,70.00,30.00,0.86,10.29,13.31,-3.02,0.00,49.35,-1.55,100.30,99.61
5/23/2003,16:00:00,930.75,935.25,926.50,932.50,364608,929.90,903.55,49.51,70.33,3.78,0.00,57.16,70.00,30.00,0.51,9.84,12.62,-2.78,0.00,44.81,-1.59,100.75,99.80
5/26/2003,16:00:00,932.25,935.00,931.50,934.50,2413,930.73,904.77,55.60,66.39,2.33,0.00,58.03,70.00,30.00,0.71,9.53,12.00,-2.47,0.00,39.61,-1.61,100.70,100.12
5/27/2003,16:00:00,934.25,953.25,927.00,950.00,613638,934.24,906.54,69.96,64.14,3.74,0.00,64.08,70.00,30.00,0.71,10.41,11.68,-1.27,0.00,7.74,0.00,101.72,101.69
5/28/2003,16:00:00,950.00,959.50,948.75,951.00,657460,937.28,908.28,79.03,63.00,3.91,0.00,64.44,70.00,30.00,0.88,11.07,11.56,-0.49,0.00,17.62,0.00,101.20,101.68
5/29/2003,16:00:00,950.25,962.25,945.75,949.00,739770,939.41,909.88,82.30,62.20,4.86,0.00,63.09,70.00,30.00,0.68,11.30,11.51,-0.21,0.00,25.98,0.00,100.59,101.42
5/30/2003,16:00:00,949.25,966.00,948.75,964.50,596407,943.98,912.02,84.90,63.09,4.02,0.00,68.58,70.00,30.00,0.99,12.58,11.72,0.86,0.00,2.74,0.00,101.55,102.86
6/2/2003,16:00:00,963.75,979.50,963.50,966.00,832695,947.98,914.14,83.76,65.81,4.32,0.00,69.05,70.00,30.00,0.94,13.57,12.09,1.48,0.00,20.38,0.00,101.04,102.54
6/3/2003,16:00:00,965.75,973.25,963.50,972.75,688293,952.48,916.44,88.63,70.92,4.18,0.00,71.18,70.00,30.00,0.74,14.72,12.62,2.10,0.00,11.30,-0.67,101.26,102.69
6/4/2003,16:00:00,972.25,988.00,970.25,985.75,785158,958.53,919.16,89.45,75.90,6.14,0.00,74.79,70.00,30.00,0.86,16.49,13.39,3.10,0.00,3.66,0.00,101.88,103.36
6/5/2003,16:00:00,985.25,991.25,977.50,990.25,761607,964.30,921.94,95.56,81.02,7.69,0.00,75.91,70.00,30.00,0.40,18.06,14.32,3.73,0.00,1.56,0.00,101.48,103.19
6/6/2003,16:00:00,993.25,1008.50,986.00,987.50,885037,968.52,924.52,90.45,84.89,5.90,0.00,73.75,70.00,30.00,0.81,18.85,15.23,3.62,0.00,25.77,0.00,100.72,102.32
6/9/2003,16:00:00,986.25,992.00,972.25,977.00,709082,970.06,926.57,80.51,86.07,3.50,0.00,66.02,70.00,30.00,0.23,18.43,15.87,2.56,0.00,50.20,-1.74,99.43,100.79
6/10/2003,16:00:00,977.25,987.00,976.25,985.25,572233,972.82,928.87,73.86,85.49,4.59,0.00,68.79,70.00,30.00,0.93,18.54,16.40,2.14,0.00,37.05,-2.27,100.01,101.27
6/11/2003,16:00:00,985.50,998.25,981.75,997.25,709927,977.26,931.56,76.53,84.85,6.09,0.00,72.32,70.00,30.00,0.79,19.37,17.00,2.38,0.00,18.83,-1.08,100.99,102.02
6/12/2003,16:00:00,997.75,1004.50,990.25,1000.25,98684,981.44,934.25,83.93,84.74,5.82,0.00,73.14,70.00,30.00,0.51,20.05,17.61,2.44,0.00,18.33,-0.42,101.09,101.79
6/13/2003,16:00:00,999.75,1002.25,983.75,989.75,26913,982.95,936.43,84.84,84.86,4.79,0.00,65.81,70.00,30.00,0.11,19.51,17.99,1.52,0.00,41.67,-0.66,99.98,100.46
6/16/2003,16:00:00,988.25,1010.00,985.50,1009.25,700710,987.73,939.28,88.74,84.87,9.43,0.00,71.52,70.00,30.00,0.83,20.42,18.47,1.94,0.00,1.89,0.00,101.29,102.00
6/17/2003,16:00:00,1009.50,1015.75,1005.50,1010.00,706763,991.78,942.06,89.23,84.85,9.75,0.00,71.71,70.00,30.00,0.63,20.96,18.97,1.99,0.00,13.22,0.00,100.87,101.69
6/18/2003,16:00:00,1010.25,1014.50,1003.00,1008.00,646469,994.73,944.64,93.61,84.63,9.33,0.00,70.32,70.00,30.00,0.39,20.98,19.37,1.61,0.00,17.82,-0.14,100.45,101.26
6/19/2003,16:00:00,1008.50,1012.75,991.25,993.25,674326,994.46,946.55,82.61,83.76,6.72,0.00,60.96,70.00,30.00,0.22,19.59,19.42,0.17,0.00,51.72,-0.32,99.12,99.75
6/20/2003,16:00:00,994.00,1001.50,990.75,991.25,565684,993.88,948.30,71.07,82.71,6.30,0.00,59.80,70.00,30.00,0.77,18.11,19.16,-1.04,0.00,62.03,-1.52,98.89,99.51
6/23/2003,16:00:00,992.25,992.75,975.50,981.50,595312,991.63,949.60,52.62,80.35,5.03,0.00,54.35,70.00,30.00,0.09,15.97,18.52,-2.55,0.00,85.09,-2.46,98.47,98.49
6/24/2003,16:00:00,981.25,986.75,977.00,982.50,694884,989.97,950.89,38.67,76.15,3.42,0.00,54.81,70.00,30.00,0.54,14.19,17.65,-3.46,0.00,82.61,-3.04,99.11,98.61
6/25/2003,16:00:00,982.00,990.25,970.00,972.50,752695,986.79,951.74,22.82,69.36,2.26,0.00,49.50,70.00,30.00,0.38,11.84,16.49,-4.65,0.00,94.54,-2.66,98.81,97.85
6/26/2003,16:00:00,971.50,986.25,971.25,984.50,669472,986.38,953.02,21.35,62.30,3.74,0.00,55.12,70.00,30.00,0.92,10.82,15.36,-4.54,0.00,68.31,-3.07,100.21,99.22
6/27/2003,16:00:00,984.75,988.00,972.00,973.00,574409,983.94,953.81,14.57,54.06,0.88,0.00,49.44,70.00,30.00,0.22,8.97,14.08,-5.10,0.00,93.44,-2.87,99.41,98.23
6/30/2003,16:00:00,974.50,982.75,971.00,972.50,624178,981.86,954.54,14.57,45.77,0.67,0.00,49.20,70.00,30.00,0.83,7.39,12.74,-5.35,0.00,94.38,-3.37,99.54,98.54
7/1/2003,16:00:00,973.50,982.50,960.25,981.25,837103,981.75,955.59,18.03,37.37,0.87,0.00,53.42,70.00,30.00,0.45,6.76,11.55,-4.78,0.00,60.00,-3.42,100.46,99.72
7/2/2003,16:00:00,981.25,993.75,981.25,993.25,584182,983.84,957.07,36.04,32.19,0.76,0.00,58.50,70.00,30.00,1.00,7.15,10.67,-3.52,0.00,20.00,-2.23,101.26,101.09
7/3/2003,16:00:00,993.25,994.25,974.50,982.25,431893,983.55,958.05,45.65,29.37,-0.81,0.00,52.81,70.00,30.00,0.05,6.50,9.83,-3.34,0.00,35.29,-2.17,100.18,100.08
7/7/2003,16:00:00,983.75,1005.00,983.25,1002.75,601861,987.04,959.81,58.56,30.03,1.54,0.00,60.52,70.00,30.00,1.05,7.54,9.37,-1.83,0.00,5.03,-1.07,101.66,102.05
7/8/2003,16:00:00,1003.25,1008.50,997.25,1006.50,569781,990.58,961.64,66.52,33.12,3.02,0.00,61.75,70.00,30.00,0.51,8.58,9.22,-0.64,0.00,4.15,-0.73,101.34,102.17
7/9/2003,16:00:00,1006.25,1010.00,996.00,998.75,658245,992.07,963.09,77.00,39.14,1.37,0.00,57.74,70.00,30.00,0.25,8.67,9.11,-0.43,0.00,22.61,-0.58,100.21,101.22
7/10/2003,16:00:00,998.50,1000.00,982.00,988.75,706411,991.46,964.10,69.80,44.53,-0.85,0.00,52.97,70.00,30.00,0.07,7.85,8.86,-1.01,0.00,42.71,-1.58,99.29,100.04
7/11/2003,16:00:00,987.75,1000.25,985.25,997.75,584000,992.61,965.42,66.77,50.33,-0.25,0.00,56.46,70.00,30.00,0.77,7.83,8.65,-0.82,0.00,24.62,-1.54,99.88,100.82
7/14/2003,16:00:00,997.25,1014.75,996.00,1003.50,769755,994.59,966.91,69.70,56.45,1.39,0.00,58.57,70.00,30.00,0.91,8.19,8.56,-0.37,0.00,20.64,-0.10,100.45,101.09
7/15/2003,16:00:00,1003.00,1011.00,995.00,1005.75,711829,996.62,968.43,79.53,63.29,-0.35,0.00,59.40,70.00,30.00,0.47,8.56,8.56,-0.00,0.00,22.36,-0.47,100.69,100.97
7/16/2003,16:00:00,1005.25,1007.25,987.50,992.75,678874,995.91,969.39,74.16,67.52,-1.71,0.00,52.81,70.00,30.00,0.08,7.71,8.39,-0.68,0.00,54.66,-0.74,99.50,99.55
7/17/2003,16:00:00,990.00,993.25,976.75,981.00,735685,993.20,969.84,60.40,69.16,-2.68,0.00,47.66,70.00,30.00,0.03,6.02,7.92,-1.90,0.00,88.82,-2.12,98.48,98.50
7/18/2003,16:00:00,981.00,993.25,977.50,990.00,530929,992.62,970.63,50.76,68.29,-0.33,0.00,51.56,70.00,30.00,0.78,5.35,7.40,-2.06,0.00,65.13,-2.12,99.54,99.32
7/21/2003,16:00:00,991.25,992.25,973.50,978.25,659055,990.01,970.93,41.90,65.56,-1.31,0.00,46.68,70.00,30.00,0.12,3.82,6.69,-2.87,0.00,88.48,-2.25,98.86,98.39
7/22/2003,16:00:00,979.00,989.50,974.25,988.00,815848,989.64,971.60,46.18,62.13,0.66,0.00,50.84,70.00,30.00,0.74,3.36,6.02,-2.66,0.00,64.85,-2.54,100.20,99.55
7/23/2003,16:00:00,989.00,991.00,977.75,987.50,599558,989.25,972.23,39.77,58.80,0.51,0.00,50.62,70.00,30.00,0.23,2.92,5.40,-2.48,0.00,66.06,-2.41,100.26,99.61
7/24/2003,16:00:00,987.75,998.25,978.50,978.75,738388,987.34,972.48,34.31,55.19,0.64,0.00,46.83,70.00,30.00,0.54,1.84,4.69,-2.85,0.00,87.27,-1.67,99.42,98.83
7/25/2003,16:00:00,978.50,997.75,975.00,997.00,696581,989.10,973.44,34.55,51.28,1.27,0.00,54.48,70.00,30.00,0.84,2.43,4.24,-1.80,0.00,37.33,-1.72,101.13,100.68
7/28/2003,16:00:00,998.00,1000.50,991.50,994.25,674926,990.04,974.26,40.00,46.89,2.18,0.00,53.24,70.00,30.00,0.39,2.65,3.92,-1.27,0.00,38.52,-1.44,100.52,100.50
7/29/2003,16:00:00,994.00,998.00,981.50,989.00,817575,989.85,974.84,48.28,44.02,1.70,0.00,50.85,70.00,30.00,0.23,2.37,3.61,-1.24,0.00,42.59,-1.70,99.97,100.14
7/30/2003,16:00:00,988.50,993.75,984.00,986.00,559211,989.15,975.27,39.39,41.68,0.48,0.00,49.49,70.00,30.00,0.49,1.89,3.26,-1.38,0.00,53.70,-2.14,99.70,99.90
7/31/2003,16:00:00,986.25,1004.00,985.50,988.50,851217,989.03,975.79,34.75,39.90,-0.48,0.00,50.68,70.00,30.00,0.97,1.68,2.95,-1.27,0.00,50.82,-1.08,99.75,100.08
8/1/2003,16:00:00,989.25,992.75,977.00,979.50,618350,987.30,975.94,27.07,38.25,-0.28,0.00,46.44,70.00,30.00,0.27,0.79,2.52,-1.73,0.00,82.35,-2.21,99.19,99.27
8/4/2003,16:00:00,979.25,985.00,964.75,980.75,705113,986.11,976.13,28.74,36.32,-2.19,0.00,47.10,70.00,30.00,0.27,0.18,2.05,-1.87,0.00,59.24,-2.96,99.59,99.37
8/5/2003,16:00:00,980.75,982.25,958.25,958.50,717665,981.09,975.44,16.30,33.71,-4.77,0.00,38.09,70.00,30.00,0.06,-2.08,1.22,-3.30,0.00,99.45,-3.22,97.94,97.41
8/6/2003,16:00:00,959.00,975.25,958.75,965.00,717481,978.16,975.03,16.31,31.71,-3.38,0.00,41.61,70.00,30.00,1.02,-3.30,0.32,-3.62,0.00,85.25,-3.91,99.03,98.30
8/7/2003,16:00:00,964.50,975.25,962.00,974.00,652336,977.41,974.99,16.19,29.67,-1.49,0.00,46.16,70.00,30.00,0.77,-3.51,-0.45,-3.06,0.00,65.57,-3.95,100.25,99.26
8/8/2003,16:00:00,974.25,980.00,972.25,977.75,470241,977.47,975.10,30.60,28.63,-2.00,0.00,47.99,70.00,30.00,0.77,-3.33,-1.02,-2.30,0.00,57.38,-3.47,100.67,99.84
8/11/2003,16:00:00,978.00,984.75,972.75,981.25,488718,978.16,975.34,42.44,27.98,-2.22,0.00,49.70,70.00,30.00,0.58,-2.87,-1.39,-1.48,0.00,49.73,-2.59,101.02,100.33
8/12/2003,16:00:00,981.00,990.50,978.75,989.50,473241,980.22,975.89,53.73,29.57,-1.62,0.00,53.57,70.00,30.00,0.79,-1.82,-1.48,-0.34,0.00,31.69,-1.66,101.23,101.17
8/13/2003,16:00:00,989.50,993.50,979.75,984.25,497574,980.95,976.22,58.47,32.21,-0.86,0.00,50.89,70.00,30.00,0.29,-1.40,-1.46,0.06,0.00,26.24,-1.04,100.30,100.65
8/14/2003,16:00:00,984.00,991.75,973.25,981.25,565722,981.01,976.42,58.47,35.70,0.03,0.00,49.36,70.00,30.00,0.41,-1.29,-1.43,0.14,0.00,34.75,-1.23,99.84,100.42
8/15/2003,16:00:00,982.00,992.50,980.75,990.50,274449,982.73,976.97,59.20,39.08,0.05,0.00,53.94,70.00,30.00,0.96,-0.45,-1.23,0.78,0.00,8.51,-1.16,100.52,101.25
8/18/2003,16:00:00,990.00,1000.25,989.75,999.50,378810,985.78,977.85,70.31,45.08,2.17,0.00,57.93,70.00,30.00,0.93,0.93,-0.80,1.73,0.00,1.81,-0.38,101.06,101.97
8/19/2003,16:00:00,999.75,1003.50,994.25,1001.25,472016,988.59,978.77,84.88,52.70,1.34,0.00,58.68,70.00,30.00,0.43,2.14,-0.21,2.35,0.00,5.42,-0.05,101.00,101.71
8/20/2003,16:00:00,1001.00,1003.25,995.75,999.00,401158,990.49,979.56,91.07,61.02,1.16,0.00,57.27,70.00,30.00,0.27,2.88,0.41,2.48,0.00,14.40,-0.08,100.47,101.13
8/21/2003,16:00:00,999.25,1009.50,998.25,1002.50,606172,992.67,980.46,89.67,67.58,2.43,0.00,58.92,70.00,30.00,0.93,3.71,1.07,2.64,0.00,19.05,0.00,100.40,101.19
8/22/2003,16:00:00,1002.00,1012.25,991.75,992.50,599002,992.64,980.94,78.97,71.64,-0.45,0.00,52.65,70.00,30.00,0.48,3.52,1.56,1.96,0.00,50.64,0.00,99.35,100.04
8/25/2003,16:00:00,991.75,994.25,987.00,993.50,404795,992.80,981.43,71.43,73.61,-0.08,0.00,53.18,70.00,30.00,0.24,3.41,1.93,1.48,0.00,48.08,-1.80,99.57,100.01
8/26/2003,16:00:00,993.75,998.00,982.50,995.75,652125,993.33,981.99,65.94,74.44,0.68,0.00,54.43,70.00,30.00,0.29,3.47,2.24,1.23,0.00,42.31,-1.43,99.91,100.18
8/27/2003,16:00:00,996.25,997.75,992.50,995.25,316637,993.68,982.51,66.88,75.37,0.94,0.00,54.09,70.00,30.00,0.38,3.43,2.48,0.96,0.00,53.97,-1.46,99.93,100.02
8/28/2003,16:00:00,995.25,1004.00,990.25,1000.50,434338,994.92,983.21,68.52,76.41,1.21,0.00,57.17,70.00,30.00,0.64,3.78,2.74,1.04,0.00,39.50,-0.82,100.50,100.35
8/29/2003,16:00:00,1001.50,1009.25,999.00,1008.00,366226,997.30,984.19,74.57,76.88,2.91,0.00,61.18,70.00,30.00,0.85,4.61,3.11,1.50,0.00,14.29,-0.30,100.94,100.92
9/1/2003,16:00:00,1008.25,1012.50,1006.25,1012.00,5683,999.97,985.28,86.11,77.02,3.19,0.00,63.16,70.00,30.00,0.72,5.53,3.60,1.93,0.00,1.67,0.00,100.97,101.20
9/2/2003,16:00:00,1011.50,1022.75,1004.50,1022.50,814074,1004.07,986.74,96.10,77.58,6.68,0.00,67.80,70.00,30.00,0.59,7.02,4.28,2.74,0.00,0.62,0.00,101.47,102.03
9/3/2003,16:00:00,1022.75,1029.75,1020.25,1027.00,757166,1008.24,988.32,97.59,78.46,6.42,0.00,69.57,70.00,30.00,0.76,8.47,5.12,3.35,0.00,5.82,0.00,101.28,102.19
9/4/2003,16:00:00,1026.25,1029.75,1021.25,1029.00,576324,1012.01,989.91,97.58,80.52,5.65,0.00,70.35,70.00,30.00,0.32,9.67,6.03,3.64,0.00,1.59,0.00,100.91,102.12
9/5/2003,16:00:00,1029.50,1029.50,1017.75,1022.50,658373,1013.92,991.19,92.96,82.92,4.58,0.00,64.56,70.00,30.00,0.04,9.98,6.82,3.16,0.00,15.34,-0.03,99.99,101.18
9/8/2003,16:00:00,1021.75,1032.75,1021.25,1030.75,667469,1016.98,992.74,93.17,85.94,5.04,0.00,68.14,70.00,30.00,0.89,10.77,7.61,3.16,0.00,4.71,0.00,100.43,101.62
9/9/2003,16:00:00,1030.50,1034.75,1020.50,1023.00,605479,1018.07,993.93,85.98,88.06,3.39,0.00,61.82,70.00,30.00,0.28,10.64,8.21,2.43,0.00,26.40,0.00,99.66,100.59
9/10/2003,16:00:00,1023.50,1024.25,1009.25,1013.00,746044,1017.15,994.68,77.06,89.01,2.92,0.00,54.75,70.00,30.00,0.08,9.63,8.50,1.13,0.00,60.84,-1.06,98.96,99.43
9/11/2003,16:00:00,1012.50,1021.25,1010.75,1017.00,103361,1017.12,995.55,67.30,88.21,3.64,0.00,56.88,70.00,30.00,0.79,9.04,8.61,0.43,0.00,58.68,-1.36,99.58,99.66
9/12/2003,16:00:00,1017.00,1020.00,1007.00,1019.00,37905,1017.47,996.47,64.75,85.83,2.88,0.00,57.94,70.00,30.00,0.23,8.64,8.61,0.02,0.00,52.07,-1.49,99.85,99.75
9/15/2003,16:00:00,1016.75,1018.75,1011.50,1013.00,515327,1016.65,997.12,64.75,82.35,1.35,0.00,53.67,70.00,30.00,-0.03,7.74,8.44,-0.70,0.00,78.38,-1.60,99.61,99.15
9/16/2003,16:00:00,1012.50,1028.25,1012.00,1027.50,621123,1018.63,998.31,69.97,79.28,2.62,0.00,61.13,70.00,30.00,0.94,8.11,8.37,-0.26,0.00,26.13,-0.65,100.94,100.52
9/17/2003,16:00:00,1027.75,1029.75,1022.25,1025.00,541201,1019.78,999.36,72.57,76.50,2.60,0.00,59.35,70.00,30.00,0.30,8.11,8.32,-0.21,0.00,35.14,-0.50,100.46,100.30
9/18/2003,16:00:00,1025.50,1038.50,1023.50,1037.50,685956,1023.01,1000.85,85.99,75.73,3.49,0.00,64.85,70.00,30.00,0.90,9.01,8.46,0.55,0.00,3.17,0.00,101.28,101.43
9/19/2003,16:00:00,1037.75,1039.00,1029.50,1032.75,579080,1024.78,1002.10,85.65,74.89,4.06,0.00,61.45,70.00,30.00,0.16,9.24,8.61,0.62,0.00,19.53,0.00,100.55,100.87
9/22/2003,16:00:00,1031.75,1031.75,1015.75,1021.25,753346,1024.14,1002.85,76.96,73.89,2.79,0.00,54.06,70.00,30.00,-0.06,8.39,8.57,-0.18,0.00,55.47,-0.73,99.27,99.84
9/23/2003,16:00:00,1021.50,1028.50,1019.25,1026.00,623125,1024.47,1003.76,63.37,72.37,3.04,0.00,56.39,70.00,30.00,0.78,8.01,8.46,-0.45,0.00,40.63,-1.05,99.76,100.27
9/24/2003,16:00:00,1025.50,1028.25,1005.75,1006.00,924733,1021.12,1003.85,36.09,68.90,1.08,0.00,45.84,70.00,30.00,0.10,6.03,7.97,-1.94,0.00,99.25,-1.08,98.18,98.39
9/25/2003,16:00:00,1006.75,1014.50,995.50,996.50,804001,1016.64,1003.56,18.62,63.77,-0.40,0.00,41.84,70.00,30.00,0.45,3.65,7.11,-3.46,0.00,97.70,-2.44,98.03,97.65
9/26/2003,16:00:00,997.75,1002.00,994.00,995.00,737158,1012.71,1003.23,1.85,56.78,-1.29,0.00,41.22,70.00,30.00,0.69,1.62,6.01,-4.39,0.00,97.78,-3.67,98.62,97.74
9/29/2003,16:00:00,995.25,1005.50,992.75,1003.50,758053,1011.03,1003.24,9.46,50.06,-0.84,0.00,46.04,70.00,30.00,0.82,0.69,4.95,-4.25,0.00,76.76,-3.31,99.81,98.66
