<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <%K>, <%D>, <ROC>, <ZeroLine>, <RSI>, <OverBot>, <OverSld>, <ACCUMULATION_DISTRIBUTION>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>, <WILLIAMS_R>, <HIGH_PRICE_ACCELERATION>, <DISPARITY_5>, <DISPARITY_10>
12/27/2016,16:00:00,2258.75,2269.50,2257.75,2260.50,489710,2255.37,2205.23,83.99,85.49,2.75,0.00,65.36,70.00,30.00,0.91,21.40,23.15,-1.75,0.00,40.68,-0.16,100.00,100.03
12/28/2016,16:00:00,2261.25,2267.50,2243.50,2244.75,969467,2253.44,2206.78,76.39,84.50,1.87,0.00,56.43,70.00,30.00,0.29,19.18,22.35,-3.18,0.00,95.19,-0.25,99.50,99.43
12/29/2016,16:00:00,2245.50,2250.00,2239.50,2246.25,882916,2252.13,2208.33,62.40,81.87,2.16,0.00,57.03,70.00,30.00,0.50,17.34,21.35,-4.01,0.00,77.50,-1.04,99.67,99.52
12/30/2016,16:00:00,2246.25,2252.75,2228.00,2233.50,1248870,2248.74,2209.31,37.73,76.97,1.93,0.00,50.63,70.00,30.00,0.26,14.68,20.02,-5.34,0.00,86.75,-0.92,99.32,99.08
1/3/2017,16:00:00,2240.75,2259.50,2239.50,2252.50,1782693,2249.43,2211.01,33.52,71.27,2.81,0.00,58.17,70.00,30.00,1.30,13.95,18.80,-4.86,0.00,40.96,-0.61,100.22,99.93
1/4/2017,16:00:00,2252.75,2267.25,2251.00,2264.50,1380136,2252.17,2213.10,49.26,67.03,2.69,0.00,62.10,70.00,30.00,0.91,14.17,17.88,-3.70,0.00,12.05,-0.26,100.72,100.45
1/5/2017,16:00:00,2264.50,2266.00,2254.00,2265.00,1306057,2254.50,2215.14,72.86,65.32,2.42,0.00,62.26,70.00,30.00,0.13,14.23,17.15,-2.92,0.00,10.84,-0.32,100.56,100.48
1/6/2017,16:00:00,2264.25,2277.00,2258.25,2270.75,1538032,2257.45,2217.32,83.94,64.94,1.53,0.00,64.13,70.00,30.00,0.64,14.56,16.63,-2.07,0.00,12.76,0.00,100.60,100.68
1/9/2017,16:00:00,2271.25,2275.25,2263.50,2264.25,1018259,2258.69,2219.16,81.40,64.61,0.73,0.00,60.48,70.00,30.00,0.38,14.15,16.13,-1.99,0.00,26.02,-0.08,100.04,100.36
1/10/2017,16:00:00,2264.50,2274.00,2259.50,2264.00,1298488,2259.66,2220.92,78.23,63.97,0.13,0.00,60.34,70.00,30.00,0.67,13.64,15.63,-2.00,0.00,26.53,-0.13,99.92,100.33
1/11/2017,16:00:00,2263.75,2271.75,2255.00,2271.00,1727931,2261.72,2222.88,78.40,64.19,0.91,0.00,62.96,70.00,30.00,0.46,13.64,15.24,-1.59,0.00,12.24,-0.23,100.18,100.59
1/12/2017,16:00:00,2270.50,2270.50,2248.50,2264.75,1742647,2262.27,2224.52,78.74,66.01,-0.14,0.00,59.20,70.00,30.00,-0.02,12.99,14.79,-1.80,0.00,25.00,-0.29,99.90,100.23
1/13/2017,16:00:00,2264.50,2273.50,2262.75,2270.75,1182811,2263.81,2226.34,83.33,71.08,0.83,0.00,61.58,70.00,30.00,0.81,12.81,14.39,-1.58,0.00,16.67,-0.15,100.17,100.38
1/16/2017,16:00:00,2270.25,2270.50,2265.00,2266.00,101345,2264.21,2227.89,79.93,76.23,0.28,0.00,58.66,70.00,30.00,-0.05,12.14,13.94,-1.80,0.00,38.60,-0.29,99.94,100.03
1/17/2017,16:00:00,2265.75,2267.50,2257.25,2262.25,1431279,2263.85,2229.24,78.23,79.45,0.29,0.00,56.40,70.00,30.00,0.15,11.19,13.39,-2.20,0.00,51.75,-0.42,99.79,99.82
1/18/2017,16:00:00,2262.00,2268.50,2258.25,2265.25,1097721,2264.11,2230.65,74.49,79.63,0.20,0.00,57.80,70.00,30.00,0.61,10.55,12.82,-2.28,0.00,41.23,-0.38,99.98,99.95
1/19/2017,16:00:00,2265.50,2269.50,2253.00,2261.25,1374677,2263.59,2231.85,71.26,78.22,-0.25,0.00,55.25,70.00,30.00,0.26,9.61,12.18,-2.57,0.00,52.34,-0.33,99.83,99.79
1/20/2017,16:00:00,2261.00,2272.75,2259.75,2266.50,1707167,2264.12,2233.21,74.15,77.42,0.37,0.00,57.88,70.00,30.00,0.88,9.18,11.58,-2.40,0.00,29.41,-0.19,100.10,100.04
1/23/2017,16:00:00,2266.00,2267.50,2251.75,2261.25,1423399,2263.60,2234.31,69.00,76.39,0.14,0.00,54.43,70.00,30.00,0.06,8.32,10.93,-2.61,0.00,49.00,-0.42,99.91,99.82
1/24/2017,16:00:00,2260.75,2280.50,2259.50,2275.75,1251504,2265.81,2235.94,73.84,75.89,0.75,0.00,61.29,70.00,30.00,0.92,8.71,10.48,-1.77,0.00,14.84,0.00,100.43,100.41
1/25/2017,16:00:00,2275.75,2295.25,2274.75,2293.75,1370547,2270.89,2238.20,81.08,76.15,1.47,0.00,67.77,70.00,30.00,0.95,10.35,10.46,-0.11,0.00,3.45,0.00,100.97,101.10
1/26/2017,16:00:00,2293.75,2299.50,2289.50,2294.25,1154779,2275.13,2240.40,91.14,77.01,2.21,0.00,67.93,70.00,30.00,0.57,11.56,10.68,0.88,0.00,10.99,0.00,100.70,100.99
1/27/2017,16:00:00,2294.00,2296.75,2287.00,2289.75,931800,2277.79,2242.34,88.91,78.01,1.94,0.00,64.80,70.00,30.00,0.26,12.02,10.95,1.07,0.00,20.42,-0.12,100.30,100.71
1/30/2017,16:00:00,2282.00,2285.75,2263.25,2276.25,1826459,2277.51,2243.67,75.00,77.65,1.91,0.00,56.40,70.00,30.00,-0.18,11.16,10.99,0.17,0.00,48.69,-0.61,99.58,100.07
1/31/2017,16:00:00,2275.75,2278.25,2262.25,2277.25,1609974,2277.46,2244.98,63.89,76.47,1.10,0.00,56.85,70.00,30.00,0.13,10.44,10.88,-0.44,0.00,46.60,-0.94,99.61,100.05
2/1/2017,16:00:00,2277.00,2285.00,2268.25,2274.75,1546440,2276.97,2246.15,54.08,74.57,0.45,0.00,55.32,70.00,30.00,0.46,9.56,10.61,-1.06,0.00,51.83,-0.64,99.66,99.90
2/2/2017,16:00:00,2275.00,2279.75,2264.50,2274.25,1407487,2276.48,2247.25,51.75,72.08,0.41,0.00,55.01,70.00,30.00,0.33,8.72,10.24,-1.52,0.00,52.88,-0.87,99.82,99.82
2/3/2017,16:00:00,2274.00,2294.00,2270.50,2291.75,1402823,2279.25,2249.00,60.58,71.14,0.92,0.00,63.01,70.00,30.00,0.84,9.36,10.06,-0.70,0.00,19.38,-0.24,100.57,100.48
2/6/2017,16:00:00,2293.00,2294.25,2283.50,2286.50,1155167,2280.57,2250.47,67.89,70.48,0.98,0.00,59.59,70.00,30.00,0.23,9.33,9.92,-0.58,0.00,34.90,-0.23,100.25,100.13
2/7/2017,16:00:00,2286.25,2295.00,2284.00,2285.75,1191087,2281.51,2251.85,75.92,69.91,0.96,0.00,59.09,70.00,30.00,0.77,9.15,9.76,-0.61,0.00,36.91,-0.20,100.14,100.06
2/8/2017,16:00:00,2285.75,2292.00,2281.00,2290.50,1273294,2283.15,2253.37,75.04,68.12,0.86,0.00,61.28,70.00,30.00,0.57,9.28,9.67,-0.39,0.00,18.12,-0.33,100.21,100.28
2/9/2017,16:00:00,2290.50,2307.75,2287.75,2304.25,1337545,2286.98,2255.36,82.67,67.43,1.74,0.00,66.82,70.00,30.00,0.86,10.37,9.81,0.56,0.00,7.69,0.00,100.55,100.84
2/10/2017,16:00:00,2304.25,2315.75,2303.00,2313.25,1161008,2291.76,2257.63,91.06,69.21,1.87,0.00,69.86,70.00,30.00,0.90,11.83,10.21,1.62,0.00,4.67,0.00,100.75,101.13
2/13/2017,16:00:00,2314.25,2329.00,2313.25,2326.75,1183709,2298.12,2260.34,95.65,72.74,2.68,0.00,73.74,70.00,30.00,1.00,13.91,10.95,2.96,0.00,3.49,0.00,100.98,101.49
2/14/2017,16:00:00,2326.50,2337.75,2319.75,2335.75,1372430,2304.96,2263.30,96.77,77.48,3.25,0.00,75.97,70.00,30.00,0.61,16.10,11.98,4.12,0.00,2.73,0.00,100.94,101.63
2/15/2017,16:00:00,2335.50,2351.50,2331.25,2350.50,1490706,2313.24,2266.72,97.76,82.59,3.76,0.00,79.09,70.00,30.00,0.78,18.81,13.35,5.46,0.00,1.23,0.00,101.05,101.93
2/16/2017,16:00:00,2350.25,2350.75,2336.75,2346.00,1720682,2319.20,2269.83,96.65,86.60,3.75,0.00,75.85,70.00,30.00,0.02,20.36,14.75,5.61,0.00,7.80,-0.03,100.49,101.42
2/17/2017,16:00:00,2345.00,2348.75,2336.50,2348.50,1372007,2324.53,2272.91,96.45,89.77,3.62,0.00,76.43,70.00,30.00,0.22,21.54,16.11,5.43,0.00,4.26,-0.12,100.30,101.28
2/20/2017,16:00:00,2346.50,2356.75,2346.00,2352.75,125780,2329.66,2276.04,95.42,91.94,4.05,0.00,77.42,70.00,30.00,0.77,22.56,17.40,5.16,0.00,5.28,0.00,100.26,101.18
2/21/2017,16:00:00,2352.75,2365.00,2349.00,2360.25,1483631,2335.22,2279.35,95.87,94.26,3.71,0.00,79.09,70.00,30.00,0.77,23.70,18.66,5.04,0.00,6.15,0.00,100.37,101.17
2/22/2017,16:00:00,2360.00,2363.75,2355.25,2362.25,1279685,2340.13,2282.60,96.11,95.75,2.99,0.00,79.52,70.00,30.00,0.41,24.48,19.82,4.66,0.00,4.44,-0.05,100.35,100.95
2/23/2017,16:00:00,2362.00,2367.50,2353.00,2362.75,1543219,2344.25,2285.74,95.89,96.29,2.99,0.00,79.64,70.00,30.00,0.36,24.86,20.83,4.03,0.00,8.76,0.00,100.23,100.72
2/24/2017,16:00:00,2361.50,2365.75,2349.50,2364.50,1521004,2347.93,2288.83,96.30,96.36,3.26,0.00,80.05,70.00,30.00,0.18,25.01,21.66,3.34,0.00,6.28,-0.08,100.17,100.57
2/27/2017,16:00:00,2362.75,2370.75,2361.00,2365.50,1137667,2351.12,2291.84,95.24,96.19,3.92,0.00,80.30,70.00,30.00,0.64,24.92,22.32,2.60,0.00,13.29,0.00,100.10,100.45
2/28/2017,16:00:00,2365.75,2368.75,2357.50,2365.00,1541210,2353.65,2294.71,94.74,95.85,3.85,0.00,79.77,70.00,30.00,0.29,24.52,22.76,1.77,0.00,16.79,-0.09,100.04,100.31
3/1/2017,16:00:00,2364.50,2401.00,2363.25,2392.50,2090515,2360.71,2298.54,93.34,95.48,5.18,0.00,85.50,70.00,30.00,0.95,26.13,23.43,2.70,0.00,13.18,0.00,100.95,101.29
3/2/2017,16:00:00,2392.25,2394.25,2378.00,2380.75,1713558,2364.35,2301.76,88.54,94.60,4.68,0.00,75.64,70.00,30.00,0.11,26.15,23.98,2.18,0.00,36.82,-0.30,100.30,100.65
3/3/2017,16:00:00,2379.75,2383.25,2373.75,2380.50,1314244,2367.29,2304.85,83.53,93.28,3.87,0.00,75.44,70.00,30.00,0.26,25.85,24.35,1.50,0.00,39.42,-0.77,100.15,100.50
3/6/2017,16:00:00,2380.25,2380.75,2367.00,2370.75,1315705,2367.92,2307.44,73.41,90.79,3.68,0.00,67.92,70.00,30.00,0.02,24.55,24.39,0.16,0.00,58.74,-0.88,99.70,100.01
3/7/2017,16:00:00,2371.25,2375.50,2364.50,2366.00,1220064,2367.57,2309.73,64.08,87.23,3.51,0.00,64.55,70.00,30.00,0.43,22.86,24.09,-1.22,0.00,67.96,-1.11,99.49,99.79
3/8/2017,16:00:00,2365.75,2373.00,2359.50,2363.25,1373582,2366.78,2311.83,52.20,82.38,3.18,0.00,62.61,70.00,30.00,0.52,21.07,23.48,-2.42,0.00,73.30,-1.22,99.62,99.67
3/9/2017,16:00:00,2363.75,2369.25,2354.00,2367.75,1238447,2366.96,2314.02,46.67,76.86,2.76,0.00,64.49,70.00,30.00,0.39,19.78,22.74,-2.96,0.00,70.74,-1.38,99.92,99.84
3/10/2017,16:00:00,2367.50,2379.75,2362.25,2371.25,572389,2367.74,2316.27,45.24,71.31,2.51,0.00,65.92,70.00,30.00,0.69,18.82,21.96,-3.14,0.00,63.30,-0.92,100.15,99.95
3/13/2017,16:00:00,2367.75,2372.00,2364.75,2371.25,791716,2368.38,2318.43,45.92,65.88,1.91,0.00,65.92,70.00,30.00,0.10,17.86,21.14,-3.28,0.00,63.30,-1.25,100.14,99.93
3/14/2017,16:00:00,2370.75,2371.50,2354.75,2363.50,1302569,2367.49,2320.19,38.80,59.82,1.19,0.00,59.72,70.00,30.00,0.01,16.28,20.16,-3.89,0.00,76.40,-1.26,99.84,99.61
3/15/2017,16:00:00,2363.50,2387.75,2363.00,2379.25,1350497,2369.63,2322.51,42.58,54.72,1.22,0.00,66.60,70.00,30.00,0.98,16.11,19.35,-3.24,0.00,25.19,-0.56,100.36,100.33
3/16/2017,16:00:00,2379.25,2388.75,2373.50,2379.50,1380565,2371.42,2324.74,47.73,50.74,1.43,0.00,66.69,70.00,30.00,0.62,15.82,18.65,-2.83,0.00,26.62,-0.52,100.28,100.35
3/17/2017,16:00:00,2379.25,2382.25,2372.75,2375.25,1228038,2372.12,2326.72,54.00,48.58,1.14,0.00,63.32,70.00,30.00,0.29,15.07,17.93,-2.86,0.00,38.85,-0.80,100.06,100.19
3/20/2017,16:00:00,2373.75,2376.00,2365.50,2369.50,1060119,2371.64,2328.40,45.88,46.56,0.71,0.00,58.98,70.00,30.00,0.07,13.85,17.12,-3.26,0.00,55.40,-1.06,99.84,99.95
3/21/2017,16:00:00,2369.00,2378.75,2338.00,2341.00,2553591,2366.07,2328.90,25.32,43.57,-0.82,0.00,43.17,70.00,30.00,0.23,10.47,15.79,-5.32,0.00,94.09,-0.94,98.82,98.85
3/22/2017,16:00:00,2340.50,2348.75,2332.25,2342.25,1861965,2361.74,2329.42,16.57,40.23,-0.85,0.00,43.88,70.00,30.00,0.47,7.80,14.19,-6.39,0.00,82.30,-2.21,99.18,98.99
3/23/2017,16:00:00,2342.25,2356.00,2338.25,2341.25,1617598,2358.01,2329.88,12.12,36.55,-0.91,0.00,43.41,70.00,30.00,0.77,5.54,12.46,-6.92,0.00,84.07,-1.90,99.46,99.06
3/24/2017,16:00:00,2341.00,2352.75,2331.75,2342.75,1579698,2355.24,2330.39,17.09,33.34,-0.92,0.00,44.37,70.00,30.00,0.55,3.82,10.73,-6.91,0.00,80.70,-2.04,99.80,99.25
3/27/2017,16:00:00,2337.00,2341.50,2317.75,2340.00,1592940,2352.47,2330.76,22.90,31.58,-1.08,0.00,42.93,70.00,30.00,-0.05,2.21,9.03,-6.81,0.00,68.66,-2.51,99.94,99.26
3/28/2017,16:00:00,2340.50,2360.50,2333.50,2352.25,1604605,2352.43,2331.61,34.05,30.63,-0.54,0.00,50.60,70.00,30.00,0.76,1.91,7.60,-5.70,0.00,51.41,-1.71,100.36,99.83
3/29/2017,16:00:00,2353.00,2359.75,2348.75,2356.75,1140407,2353.21,2332.59,44.95,30.32,-1.49,0.00,53.09,70.00,30.00,0.68,2.00,6.48,-4.48,0.00,39.53,-1.44,100.43,100.11
3/30/2017,16:00:00,2357.00,2366.75,2353.25,2365.25,1155635,2355.40,2333.87,56.81,30.63,-0.65,0.00,57.45,70.00,30.00,0.74,2.73,5.73,-3.00,0.00,22.13,-0.92,100.59,100.54
3/31/2017,16:00:00,2365.50,2366.75,2356.75,2357.50,1537180,2355.78,2334.80,59.27,32.12,-0.97,0.00,52.64,70.00,30.00,0.15,2.66,5.12,-2.46,0.00,34.84,-0.92,100.13,100.28
4/3/2017,16:00:00,2357.50,2363.25,2340.00,2354.50,1693343,2355.55,2335.57,58.22,35.78,-0.69,0.00,50.87,70.00,30.00,0.25,2.33,4.56,-2.23,0.00,25.00,-1.07,99.88,100.22
4/4/2017,16:00:00,2354.25,2358.75,2344.75,2358.75,1202476,2356.13,2336.48,55.16,40.06,-0.31,0.00,53.27,70.00,30.00,0.30,2.38,4.13,-1.74,0.00,16.33,-1.26,100.01,100.32
4/5/2017,16:00:00,2358.75,2375.00,2343.75,2345.50,1914353,2354.20,2336.84,49.53,44.22,-0.75,0.00,45.75,70.00,30.00,0.52,1.34,3.57,-2.23,0.00,51.53,-0.58,99.54,99.75
4/6/2017,16:00:00,2345.75,2361.25,2338.00,2355.25,1569695,2354.39,2337.56,51.45,48.04,-0.53,0.00,51.21,70.00,30.00,0.68,1.29,3.11,-1.82,0.00,34.50,-1.16,100.04,100.10
4/7/2017,16:00:00,2355.25,2360.75,2336.75,2353.00,1450134,2354.14,2338.16,51.15,51.18,-0.77,0.00,49.96,70.00,30.00,0.23,1.05,2.70,-1.65,0.00,53.01,-1.18,99.98,99.96
4/10/2017,16:00:00,2351.75,2363.25,2347.50,2354.25,1340754,2354.16,2338.79,58.58,53.90,-0.72,0.00,50.68,70.00,30.00,0.65,0.95,2.35,-1.40,0.00,54.25,-1.08,100.04,99.96
4/11/2017,16:00:00,2354.25,2355.75,2333.25,2351.75,1838247,2353.72,2339.30,59.00,55.46,-0.50,0.00,49.16,70.00,30.00,0.07,0.67,2.01,-1.35,0.00,55.69,-1.39,99.99,99.85
4/12/2017,16:00:00,2351.75,2356.50,2337.50,2339.25,1518984,2351.09,2339.30,52.42,54.98,-1.68,0.00,42.31,70.00,30.00,0.25,-0.56,1.50,-2.06,0.00,85.63,-1.35,99.51,99.39
4/13/2017,16:00:00,2338.75,2345.00,2324.00,2327.50,1568362,2346.80,2338.84,37.99,52.61,-2.19,0.00,37.09,70.00,30.00,0.27,-2.46,0.71,-3.16,0.00,93.14,-1.56,99.25,99.05
4/17/2017,16:00:00,2324.00,2346.00,2322.75,2345.25,972643,2346.52,2339.09,34.21,49.94,-1.26,0.00,47.61,70.00,30.00,0.80,-2.50,0.07,-2.56,0.00,56.94,-1.37,100.07,99.86
4/18/2017,16:00:00,2345.00,2347.00,2330.25,2338.25,1422100,2345.02,2339.06,31.63,47.33,-1.32,0.00,44.45,70.00,30.00,0.10,-3.06,-0.56,-2.50,0.00,70.33,-1.34,99.91,99.63
4/19/2017,16:00:00,2337.75,2349.25,2331.25,2332.50,1236820,2342.74,2338.80,32.61,45.45,-0.36,0.00,41.99,70.00,30.00,0.61,-3.92,-1.23,-2.69,0.00,75.93,-1.08,99.83,99.50
4/20/2017,16:00:00,2333.25,2358.25,2332.50,2352.00,1440351,2344.42,2339.32,34.77,43.59,0.42,0.00,51.76,70.00,30.00,1.00,-3.00,-1.58,-1.41,0.00,27.78,-0.71,100.55,100.30
4/21/2017,16:00:00,2352.75,2356.00,2340.50,2345.25,1256250,2344.57,2339.55,39.23,42.27,0.17,0.00,48.70,70.00,30.00,0.26,-2.78,-1.82,-0.96,0.00,44.44,-0.81,100.11,100.06
4/24/2017,16:00:00,2365.75,2376.75,2365.25,2370.00,1526643,2349.20,2340.74,62.46,42.70,1.16,0.00,58.40,70.00,30.00,2.74,-0.60,-1.58,0.98,0.00,12.50,0.00,100.95,101.04
4/25/2017,16:00:00,2370.00,2389.25,2368.25,2383.75,1304088,2355.48,2342.43,75.69,44.56,1.87,0.00,62.63,70.00,30.00,0.92,2.21,-0.82,3.03,0.00,8.27,0.00,101.15,101.50
4/26/2017,16:00:00,2383.25,2394.75,2381.50,2381.50,1475810,2360.21,2343.96,86.75,48.37,1.24,0.00,61.53,70.00,30.00,0.83,4.21,0.19,4.02,0.00,18.40,0.00,100.63,101.27
4/27/2017,16:00:00,2381.50,2388.75,2378.75,2387.25,1094237,2365.13,2345.66,87.53,53.88,1.29,0.00,63.31,70.00,30.00,0.72,6.18,1.38,4.80,0.00,10.42,-0.25,100.58,101.31
4/28/2017,16:00:00,2386.25,2388.75,2378.25,2380.75,1142271,2367.97,2347.04,83.91,59.40,0.66,0.00,59.94,70.00,30.00,0.14,7.14,2.54,4.61,0.00,21.71,-0.25,100.00,100.81
5/1/2017,16:00:00,2381.50,2390.75,2377.00,2386.75,895975,2371.38,2348.59,86.34,65.48,1.24,0.00,61.95,70.00,30.00,0.73,8.29,3.69,4.60,0.00,12.60,-0.17,100.12,100.89
5/2/2017,16:00:00,2386.25,2388.75,2381.75,2384.75,942267,2373.81,2350.01,85.19,71.32,1.28,0.00,60.85,70.00,30.00,0.29,8.93,4.74,4.20,0.00,16.06,-0.25,100.02,100.60
5/3/2017,16:00:00,2384.00,2386.00,2375.50,2382.25,1062792,2375.35,2351.28,85.88,77.00,1.00,0.00,59.43,70.00,30.00,0.12,9.14,5.62,3.52,0.00,23.04,-0.37,99.91,100.29
5/4/2017,16:00:00,2382.00,2390.75,2376.00,2386.50,1209577,2377.37,2352.66,85.76,82.17,1.75,0.00,61.09,70.00,30.00,0.58,9.53,6.40,3.13,0.00,27.97,-0.17,100.10,100.32
5/5/2017,16:00:00,2386.00,2399.25,2379.00,2399.00,1111596,2381.31,2354.47,90.48,85.28,1.86,0.00,65.56,70.00,30.00,0.63,10.73,7.27,3.47,0.00,0.81,0.00,100.47,100.62
5/8/2017,16:00:00,2402.50,2403.75,2389.75,2394.75,946094,2383.75,2356.05,92.12,87.11,1.77,0.00,62.91,70.00,30.00,0.34,11.21,8.06,3.15,0.00,31.86,0.00,100.22,100.34
5/9/2017,16:00:00,2394.50,2400.00,2388.75,2392.75,1093134,2385.39,2357.49,90.90,87.57,1.64,0.00,61.66,70.00,30.00,0.47,11.30,8.70,2.59,0.00,38.94,-0.16,100.07,100.21
5/10/2017,16:00:00,2391.75,2397.00,2387.50,2394.75,985252,2387.09,2358.95,86.65,87.47,1.83,0.00,62.46,70.00,30.00,0.45,11.40,9.24,2.15,0.00,31.86,-0.29,100.05,100.24
5/11/2017,16:00:00,2395.00,2395.25,2379.00,2390.50,1341124,2387.71,2360.19,83.94,87.47,2.19,0.00,59.59,70.00,30.00,0.03,11.00,9.59,1.41,0.00,46.90,-0.36,99.84,100.05
5/12/2017,16:00:00,2390.25,2391.50,2384.25,2389.00,1065304,2387.94,2361.32,78.61,86.61,2.64,0.00,58.56,70.00,30.00,0.14,10.45,9.77,0.69,0.00,52.21,-0.52,99.86,99.95
5/15/2017,16:00:00,2388.75,2402.25,2388.00,2400.00,1024335,2390.14,2362.84,76.87,85.69,2.33,0.00,63.52,70.00,30.00,0.93,10.78,9.97,0.81,0.00,13.27,-0.06,100.28,100.36
5/16/2017,16:00:00,2399.75,2404.50,2393.75,2397.50,1058760,2391.47,2364.20,75.24,84.51,2.53,0.00,61.71,70.00,30.00,0.42,10.71,10.12,0.59,0.00,24.56,0.00,100.13,100.20
5/17/2017,16:00:00,2396.50,2396.75,2354.75,2356.25,2774921,2385.07,2363.89,48.36,80.35,1.02,0.00,40.99,70.00,30.00,-0.02,7.25,9.54,-2.30,0.00,96.98,-0.33,98.73,98.58
5/18/2017,16:00:00,2355.00,2375.00,2344.50,2363.75,2435816,2381.19,2363.88,30.81,73.72,0.50,0.00,44.63,70.00,30.00,0.61,5.05,8.64,-3.60,0.00,67.92,-1.25,99.26,98.99
5/19/2017,16:00:00,2364.00,2388.00,2361.00,2382.00,1641107,2381.34,2364.59,34.32,67.30,1.57,0.00,52.33,70.00,30.00,0.90,4.72,7.86,-3.14,0.00,37.50,-0.70,100.09,99.83
5/22/2017,16:00:00,2381.75,2394.25,2378.25,2393.75,1105412,2383.60,2365.73,58.89,63.74,1.00,0.00,56.53,70.00,30.00,0.77,5.35,7.36,-2.01,0.00,17.92,-0.43,100.63,100.32
5/23/2017,16:00:00,2393.50,2399.50,2386.75,2397.50,1015505,2386.12,2366.98,77.64,62.74,0.58,0.00,57.81,70.00,30.00,0.45,6.08,7.10,-1.02,0.00,11.67,-0.21,100.79,100.46
5/24/2017,16:00:00,2397.00,2404.00,2394.75,2403.50,970442,2389.28,2368.41,89.58,63.37,0.92,0.00,59.84,70.00,30.00,0.70,7.07,7.10,-0.03,0.00,1.67,-0.02,100.64,100.68
5/25/2017,16:00:00,2403.00,2417.75,2402.50,2413.50,1298093,2393.69,2370.18,93.66,65.04,1.10,0.00,63.03,70.00,30.00,0.93,8.55,7.39,1.17,0.00,5.80,0.00,100.64,101.00
5/26/2017,16:00:00,2413.00,2415.75,2408.00,2414.75,853807,2397.52,2371.93,96.00,67.17,1.43,0.00,63.43,70.00,30.00,0.29,9.72,7.85,1.87,0.00,4.10,-0.08,100.42,100.94
5/29/2017,16:00:00,2414.00,2417.00,2413.75,2414.25,62569,2400.56,2373.59,95.11,69.37,1.15,0.00,63.14,70.00,30.00,0.69,10.48,8.38,2.10,0.00,4.78,-0.03,100.23,100.86
5/30/2017,16:00:00,2414.50,2414.75,2407.75,2411.50,961218,2402.55,2375.07,94.20,74.47,1.12,0.00,61.48,70.00,30.00,0.07,10.74,8.85,1.89,0.00,8.53,-0.13,100.00,100.69
5/31/2017,16:00:00,2410.50,2416.75,2402.75,2414.25,1703931,2404.68,2376.61,93.97,81.49,1.34,0.00,62.54,70.00,30.00,0.38,11.04,9.29,1.75,0.00,6.17,-0.04,100.02,100.56
6/1/2017,16:00:00,2413.75,2430.50,2410.50,2429.25,1403687,2409.14,2378.67,95.27,88.26,1.79,0.00,67.74,70.00,30.00,0.81,12.35,9.90,2.45,0.00,2.39,0.00,100.52,100.91
6/2/2017,16:00:00,2429.25,2439.75,2427.00,2437.25,1686673,2414.25,2380.97,97.15,92.51,1.59,0.00,70.12,70.00,30.00,0.82,13.87,10.70,3.17,0.00,4.72,0.00,100.66,101.01
6/5/2017,16:00:00,2435.25,2439.00,2433.00,2435.25,842385,2418.07,2383.10,97.02,94.66,1.69,0.00,68.76,70.00,30.00,0.29,14.74,11.50,3.24,0.00,10.00,-0.03,100.40,100.75
6/6/2017,16:00:00,2434.25,2435.75,2426.25,2430.00,1265891,2420.24,2384.94,94.14,95.17,1.56,0.00,65.16,70.00,30.00,0.05,14.84,12.17,2.67,0.00,26.17,-0.17,100.03,100.40
6/7/2017,16:00:00,2429.50,2435.00,2424.00,2431.75,1240112,2422.33,2386.78,92.21,95.01,1.55,0.00,65.81,70.00,30.00,0.45,14.89,12.71,2.17,0.00,21.62,-0.20,99.96,100.35
6/8/2017,16:00:00,2431.50,2439.00,2427.25,2434.25,1022928,2424.50,2388.64,91.36,94.49,1.83,0.00,66.75,70.00,30.00,0.62,14.95,13.16,1.79,0.00,14.86,-0.03,100.02,100.37
6/9/2017,16:00:00,2427.25,2445.75,2414.75,2430.75,940780,2425.64,2390.29,88.20,93.72,1.75,0.00,64.09,70.00,30.00,0.37,14.56,13.44,1.12,0.00,34.88,0.00,99.93,100.16
6/12/2017,16:00:00,2428.00,2428.75,2416.75,2427.00,1342083,2425.88,2391.73,80.88,92.24,1.12,0.00,61.27,70.00,30.00,-0.17,13.78,13.51,0.27,0.00,43.60,-0.71,99.85,99.95
6/13/2017,16:00:00,2426.50,2439.25,2425.25,2438.25,1126008,2428.13,2393.55,76.76,90.33,1.70,0.00,66.09,70.00,30.00,0.88,13.91,13.59,0.32,0.00,21.28,-0.27,100.24,100.31
6/14/2017,16:00:00,2438.25,2443.25,2425.75,2434.50,1365932,2429.29,2395.16,75.53,88.14,3.32,0.00,63.26,70.00,30.00,0.29,13.56,13.58,-0.03,0.00,36.29,-0.10,100.06,100.07
6/15/2017,16:00:00,2433.75,2434.50,2416.25,2431.75,1616995,2429.74,2396.59,76.14,85.80,2.88,0.00,61.20,70.00,30.00,0.00,12.91,13.45,-0.54,0.00,45.16,-0.47,99.97,99.95
6/16/2017,16:00:00,2431.25,2436.75,2420.25,2434.50,1291385,2430.60,2398.08,71.76,83.00,2.20,0.00,62.51,70.00,30.00,0.30,12.47,13.25,-0.78,0.00,36.29,-0.38,100.05,100.07
