Date, Time, Open, High, Low, Close, Volume, AvgExp, AvgExp, %K, %D, ROC, ZeroLine, RSI, OverBot, OverSld, ACCUMULATION_DISTRIBUTION, MACD, MACDAvg, MACDDiff, ZeroLine, WILLIAMS_R, HIGH_PRICE_ACCELERATION, DISPARITY_5, DISPARITY_10
1/31/2002,16:00:00,1117,1130,1113,1128.75,232517,1126.7,1135.35,35.49,20.17,-3.24,0,47.38,70,30,0.79,-6.68,-4.61,-2.07,0,18.64,-4.15,100.53,100.25
2/1/2002,16:00:00,1129.25,1132.25,1118.5,1123.25,192313,1126.07,1134.87,53.78,24.95,-4.4,0,45.34,70,30,0.25,-6.59,-5.01,-1.58,0,27.97,-3.93,100.21,99.82
2/4/2002,16:00:00,1123.25,1124,1091,1095,265808,1120.42,1133.31,47.34,29.08,-6.27,0,36.61,70,30,0.02,-8.69,-5.75,-2.95,0,75.85,-4.39,98.4,97.62
2/5/2002,16:00:00,1096.5,1101.5,1082.25,1089,318651,1114.71,1131.57,32.1,31.11,-6.36,0,35.06,70,30,0.34,-10.72,-6.74,-3.98,0,86.02,-6.34,98.06,97.38
2/6/2002,16:00:00,1085.5,1094.5,1077,1086.75,341364,1109.63,1129.81,16.43,31.04,-5.77,0,34.48,70,30,0.31,-12.37,-7.87,-4.5,0,84.27,-5.87,98.39,97.55
2/7/2002,16:00:00,1080.25,1095,1075.5,1076.25,302402,1103.56,1127.71,9.8,29.58,-7.16,0,31.8,70,30,0.42,-14.35,-9.16,-5.19,0,98.82,-5.9,98.37,97.1
2/8/2002,16:00:00,1076.25,1096.75,1076,1095.25,242623,1102.05,1126.44,15.8,28.36,-4.59,0,40.76,70,30,0.99,-14.23,-10.18,-4.05,0,68.53,-4.58,100.62,99.14
2/11/2002,16:00:00,1097,1112.75,1094.25,1109.5,226870,1103.4,1125.77,28.27,29.45,-2.7,0,46.45,70,30,0.95,-12.84,-10.71,-2.13,0,40.09,-3.24,101.66,100.68
2/12/2002,16:00:00,1109.75,1113.25,1102.5,1107.75,203038,1104.19,1125.07,44.62,31.52,-3.19,0,45.86,70,30,0.35,-11.74,-10.91,-0.82,0,43.17,-2.74,101.16,100.45
2/13/2002,16:00:00,1107.75,1121.5,1105.25,1119,243321,1106.89,1124.83,56.94,33.9,-0.78,0,50.19,70,30,0.85,-9.84,-10.7,0.86,0,23.35,-1.62,101.58,101.45
2/14/2002,16:00:00,1119,1125.5,1111.75,1116.5,229172,1108.63,1124.5,60.81,34.68,-1.15,0,49.25,70,30,0.47,-8.45,-10.25,1.8,0,18,-1.25,100.62,101.33
2/15/2002,16:00:00,1116.25,1118,1103,1104,220865,1107.79,1123.7,59.08,35.98,-2.26,0,44.73,70,30,0.1,-8.25,-9.85,1.6,0,43,-1.91,99.34,100.37
2/18/2002,16:00:00,1104,1108,1103.5,1104.75,1004,1107.24,1122.96,52.04,38.2,-2.39,0,45.06,70,30,0.89,-7.95,-9.47,1.52,0,41.5,-2.8,99.49,100.35
2/19/2002,16:00:00,1105,1105.75,1081.75,1084.25,248402,1103.06,1121.44,36.34,40.41,-3.39,0,38.4,70,30,0.04,-9.26,-9.43,0.17,0,82.5,-2.99,98.06,98.53
2/20/2002,16:00:00,1084,1101.5,1073.75,1100.75,321767,1102.64,1120.63,36.52,43.38,-2.57,0,45.39,70,30,0.62,-8.86,-9.31,0.46,0,47.83,-3.38,99.88,99.9
2/21/2002,16:00:00,1100.25,1102,1078.25,1079.25,322583,1098.39,1119,23.74,44.26,-4.66,0,39.15,70,30,0.05,-10.16,-9.48,-0.68,0,89.37,-3.25,98.6,97.93
2/22/2002,16:00:00,1080,1095,1074.25,1091.75,356200,1097.18,1117.94,29.93,44.45,-3.62,0,43.97,70,30,0.76,-10.07,-9.6,-0.47,0,65.22,-3.86,99.96,99.09
2/25/2002,16:00:00,1092,1113.5,1087,1109.5,285577,1099.42,1117.6,36.57,43.55,-2.33,0,50.03,70,30,0.82,-8.46,-9.37,0.91,0,30.92,-2.17,101.5,100.7
2/26/2002,16:00:00,1110,1116,1100.5,1108,297073,1100.98,1117.23,56.68,43.52,0.7,0,49.54,70,30,0.42,-7.23,-8.94,1.71,0,33.82,-1.43,100.92,100.56
2/27/2002,16:00:00,1108.25,1123.75,1101.75,1112.25,366249,1103.03,1117.03,69.89,44.53,-0.38,0,51,70,30,0.72,-5.84,-8.32,2.48,0,23,-0.76,101.1,101.01
2/28/2002,16:00:00,1112,1122.75,1105.75,1107.25,330293,1103.8,1116.65,68.44,45.57,-1.9,0,49.2,70,30,0.62,-5.09,-7.68,2.59,0,33,-0.84,100.14,100.64
3/1/2002,16:00:00,1107.5,1133.5,1107.25,1132.75,271685,1109.06,1117.28,80.25,48.71,0.85,0,57.44,70,30,1,-2.4,-6.62,4.22,0,1.26,0,101.69,102.69
3/4/2002,16:00:00,1131,1154.75,1130,1152.25,346725,1116.91,1118.65,88.83,54.54,5.23,0,62.46,70,30,0.89,1.28,-5.04,6.32,0,3.09,0,102.65,104.01
3/5/2002,16:00:00,1151.5,1158.75,1144.5,1148.25,339832,1122.61,1119.81,93.91,60.91,5.44,0,60.87,70,30,0.46,3.84,-3.27,7.1,0,12.43,0,101.57,103.06
3/6/2002,16:00:00,1147.5,1166.25,1145.25,1162,354219,1129.77,1121.47,93.33,68.65,6.92,0,64.24,70,30,0.86,6.89,-1.23,8.12,0,4.62,0,101.89,103.72
3/7/2002,16:00:00,1161.25,1168.75,1150.25,1159.5,29681,1135.18,1122.96,91.19,75.45,7.74,0,63.17,70,30,0.36,9,0.81,8.19,0,11.31,0,100.74,102.76
3/8/2002,16:00:00,1160.25,1173.25,1159.25,1164,7412,1140.42,1124.57,92.07,81.62,6.28,0,64.32,70,30,0.98,10.92,2.83,8.08,0,12.71,0,100.59,102.5
3/11/2002,16:00:00,1166,1176.25,1161.75,1168.75,229037,1145.57,1126.3,91.25,85.46,5.34,0,65.53,70,30,0.84,12.67,4.8,7.87,0,10.07,0,100.71,102.39
3/12/2002,16:00:00,1168.75,1170,1156.75,1169,280289,1149.83,1127.98,92.12,87.93,5.53,0,65.6,70,30,0.09,13.92,6.62,7.3,0,10.28,-0.56,100.37,101.86
3/13/2002,16:00:00,1169,1174,1153.25,1157.25,291757,1151.18,1129.12,89.01,90.22,3.42,0,59.76,70,30,0.24,13.8,8.06,5.74,0,27.54,-0.2,99.45,100.45
3/14/2002,16:00:00,1158,1161,1153.25,1156.5,232120,1152.15,1130.2,84.99,90.74,3.58,0,59.4,70,30,0.48,13.49,9.15,4.35,0,42.7,-1.35,99.43,99.95
3/15/2002,16:00:00,1154.75,1169.75,1154.5,1166.75,226471,1154.8,1131.63,83.55,90.16,5.68,0,62.73,70,30,0.87,13.92,10.1,3.81,0,29.92,-0.58,100.27,100.55
3/18/2002,16:00:00,1166,1175.75,1161,1167.25,274981,1157.06,1133.03,85.67,89.24,5.66,0,62.89,70,30,0.61,14.13,10.91,3.22,0,29.03,-0.05,100.34,100.46
3/19/2002,16:00:00,1167.75,1177.5,1167,1174.5,260830,1160.23,1134.65,91.07,88.99,8.32,0,65.23,70,30,0.98,14.71,11.67,3.04,0,11.01,0,100.86,100.85
3/20/2002,16:00:00,1174.5,1175,1151.75,1152.5,301868,1158.83,1135.35,83.43,88.13,4.7,0,54.11,70,30,0.02,13.25,11.98,1.26,0,97.09,-0.23,99.05,99.05
3/21/2002,16:00:00,1152.25,1158.5,1141.25,1153,290176,1157.77,1136.05,75.89,86.33,6.83,0,54.3,70,30,0.35,11.99,11.98,0,0,67.59,-1.72,99.16,99.14
3/22/2002,16:00:00,1152.75,1159,1146.75,1149.75,230777,1156.31,1136.58,59.23,82.77,5.31,0,52.77,70,30,0.49,10.6,11.71,-1.1,0,76.55,-1.69,99.17,98.99
3/25/2002,16:00:00,1149,1153.25,1133,1136,255301,1152.62,1136.56,42.22,77.23,2.39,0,46.75,70,30,0.17,8.3,11.03,-2.72,0,93.26,-2.18,98.51,98.08
3/26/2002,16:00:00,1135.5,1149.5,1134,1141,289485,1150.51,1136.73,22.53,69.84,2.98,0,49.03,70,30,0.87,6.8,10.18,-3.38,0,82.02,-2.51,99.52,98.75
3/27/2002,16:00:00,1141,1149.25,1136.75,1145,265172,1149.5,1137.06,17.23,62.31,2.94,0,50.84,70,30,0.66,5.87,9.32,-3.45,0,73.03,-2.51,100,99.2
3/28/2002,16:00:00,1143.5,1156.75,1143.25,1144.75,189665,1148.64,1137.36,23.78,55.67,3.39,0,50.72,70,30,0.87,5.05,8.47,-3.41,0,73.6,-1.85,100.13,99.28
4/1/2002,16:00:00,1145.25,1150,1134.25,1144.25,226423,1147.84,1137.63,26.22,49.07,1.02,0,50.46,70,30,0.33,4.32,7.64,-3.32,0,74.72,-2.43,100.18,99.43
4/2/2002,16:00:00,1144,1144.75,1135.5,1135.5,270848,1145.6,1137.55,19.1,41.07,-1.45,0,46.02,70,30,0.05,2.99,6.71,-3.72,0,94.05,-2.84,99.42,98.94
4/3/2002,16:00:00,1135.25,1141.25,1120.75,1130.25,297116,1142.81,1137.26,15.95,33.57,-1.57,0,43.55,70,30,0.28,1.5,5.67,-4.17,0,75.16,-3.13,99.15,98.87
4/4/2002,16:00:00,1129.75,1132.75,1121,1126.75,335281,1139.89,1136.85,11.39,26.41,-3.03,0,41.93,70,30,0.21,0.04,4.54,-4.5,0,84.31,-3.84,99.16,98.78
4/5/2002,16:00:00,1125.75,1135,1120.5,1125.75,289968,1137.32,1136.41,12.17,21.18,-2.91,0,41.46,70,30,0.57,-1.19,3.39,-4.59,0,85.52,-3.64,99.4,98.93
4/8/2002,16:00:00,1126,1130,1110,1129.5,354683,1135.9,1136.14,16.97,18.37,-2.96,0,44.01,70,30,0.21,-1.84,2.35,-4.19,0,58.29,-4.05,100,99.44
4/9/2002,16:00:00,1129.75,1131.5,1117.75,1120.25,332454,1133.05,1135.52,18.23,17.89,-4.15,0,39.44,70,30,0.15,-3.07,1.26,-4.33,0,78.07,-3.91,99.45,98.76
4/10/2002,16:00:00,1119.75,1133.5,1119,1132,417521,1132.86,1135.38,25.87,18.85,-3.17,0,46.98,70,30,0.91,-3.05,0.4,-3.45,0,52.94,-3.76,100.46,99.88
4/11/2002,16:00:00,1132.5,1133,1103,1104,434218,1127.61,1134.15,17.64,18.17,-4.6,0,35.61,70,30,0.03,-5.24,-0.73,-4.52,0,97.87,-3.79,98.37,97.76
4/12/2002,16:00:00,1110.25,1114.5,1103.75,1112,348443,1124.77,1133.28,18.08,17.27,-3.85,0,40.07,70,30,0.98,-6.26,-1.84,-4.43,0,78.44,-5.43,99.33,98.75
4/15/2002,16:00:00,1112.5,1116.75,1100,1106.25,349090,1121.41,1132.22,9.63,16.21,-5.19,0,38.03,70,30,0.28,-7.45,-2.96,-4.49,0,84.85,-5.19,99.22,98.58
4/16/2002,16:00:00,1108.25,1134.75,1107.75,1134.25,298325,1123.74,1132.3,29.2,17.69,-2.83,0,51.09,70,30,1.06,-6.06,-3.58,-2.48,0,2.14,-3.64,101.48,101.08
4/17/2002,16:00:00,1133,1134.5,1123.75,1127.25,279080,1124.38,1132.1,39.79,20.84,-4.02,0,48.35,70,30,0.02,-5.46,-3.95,-1.5,0,22.14,-3.44,100.94,100.49
4/18/2002,16:00:00,1129,1132.75,1108.5,1119.5,359268,1123.49,1131.61,47.58,24.78,-2.86,0,45.44,70,30,0.23,-5.54,-4.27,-1.27,0,43.88,-2.23,99.97,99.86
4/19/2002,16:00:00,1118.75,1130.75,1118.5,1126.5,207006,1124.04,1131.41,44.8,27.87,-2.3,0,48.45,70,30,0.92,-4.99,-4.41,-0.57,0,23.74,-2.44,100.33,100.48
4/22/2002,16:00:00,1127.5,1128,1106,1109.25,273973,1121.35,1130.54,36.47,29.9,-3.52,0,42.25,70,30,0.07,-5.87,-4.71,-1.17,0,73.38,-2.48,98.74,99.12
4/23/2002,16:00:00,1109,1113.75,1099.25,1103,355419,1118.01,1129.46,28.88,30.23,-2.9,0,40.25,70,30,0.31,-7,-5.16,-1.83,0,89.44,-3.73,98.74,98.71
4/24/2002,16:00:00,1103.75,1109.75,1091.5,1092.5,344856,1113.37,1128.01,10.75,29.47,-4.25,0,37.06,70,30,0.37,-8.64,-5.86,-2.78,0,97.69,-4.09,98.41,98.12
4/25/2002,16:00:00,1092.75,1095,1083.5,1093,370315,1109.67,1126.64,10.4,28.61,-4.54,0,37.31,70,30,0.22,-9.78,-6.64,-3.14,0,81.46,-5.37,98.93,98.26
4/26/2002,16:00:00,1093.75,1097.75,1070.25,1071.25,358678,1102.68,1124.47,7.21,28.34,-6.42,0,31.37,70,30,0.17,-12.3,-7.78,-4.53,0,98.45,-4.52,97.94,96.66
4/29/2002,16:00:00,1072.25,1079.75,1063.5,1066,298923,1096.01,1122.17,6.94,25.87,-6.84,0,30.12,70,30,0.52,-14.56,-9.13,-5.43,0,96.48,-5.65,98.24,96.54
4/30/2002,16:00:00,1066.75,1083.25,1063.5,1076.25,286640,1092.42,1120.37,7.85,22.32,-5.22,0,35.51,70,30,0.87,-15.34,-10.37,-4.97,0,81.59,-5.07,99.67,97.98
5/1/2002,16:00:00,1078,1089.25,1064.75,1088.25,337284,1091.66,1119.11,18.71,19.11,-3.72,0,41.23,70,30,0.53,-14.82,-11.26,-3.56,0,63.2,-4.01,100.86,99.42
5/2/2002,16:00:00,1090,1092.25,1079.25,1085.5,254421,1090.54,1117.79,27.84,17.23,-3.66,0,40.35,70,30,0.31,-14.47,-11.9,-2.56,0,65.89,-3.77,100.75,99.48
5/3/2002,16:00:00,1085.25,1088,1068.75,1072.75,276434,1087.31,1116.03,26.2,16.09,-4.71,0,36.45,70,30,0.13,-15.04,-12.53,-2.51,0,81.59,-4.12,99.54,98.8
5/6/2002,16:00:00,1073.75,1076.5,1050,1051.75,326697,1080.84,1113.51,14.52,14.49,-6.88,0,31.12,70,30,0.14,-16.99,-13.42,-3.57,0,97.07,-5.15,97.85,97.38
5/7/2002,16:00:00,1052.25,1059.75,1045.75,1052.25,325980,1075.64,1111.1,7.15,14.09,-6.07,0,31.38,70,30,0.57,-18.29,-14.4,-3.89,0,87.5,-6.63,98.33,97.89
5/8/2002,16:00:00,1055.25,1090,1054.75,1085.75,383737,1077.48,1110.11,18.52,14.99,-4.09,0,45.95,70,30,1.07,-16.42,-14.8,-1.62,0,23.08,-3.95,101.51,101.07
5/9/2002,16:00:00,1087.5,1090,1072.25,1073.75,306858,1076.8,1108.68,28.57,17.37,-2.74,0,42.47,70,30,0.24,-15.73,-14.99,-0.74,0,39.78,-3.95,100.61,100.13
5/10/2002,16:00:00,1073.75,1079.5,1052.5,1054,323974,1072.66,1106.54,29.99,19.93,-5.22,0,37.44,70,30,0.21,-16.59,-15.31,-1.28,0,82.26,-4.96,99.11,98.45
5/13/2002,16:00:00,1054,1076,1053.5,1074.75,353785,1073.04,1105.29,27.74,22.14,-2.85,0,44.83,70,30,0.98,-15.41,-15.33,-0.08,0,37.63,-5.26,100.62,100.3
5/14/2002,16:00:00,1077.5,1099.75,1074.25,1099,364954,1077.76,1105.05,42.24,24.75,-3.11,0,51.97,70,30,0.98,-12.38,-14.74,2.36,0,1.39,-3.06,102,102.35
5/15/2002,16:00:00,1098,1105.25,1089,1095.5,432637,1080.98,1104.67,68.93,29.32,-2.82,0,50.94,70,30,0.38,-10.15,-13.82,3.67,0,16.39,-2.42,101.49,101.95
5/16/2002,16:00:00,1095.5,1100.75,1089.25,1100.5,348602,1084.53,1104.51,86.2,35.98,-1.7,0,52.39,70,30,0.46,-7.88,-12.63,4.75,0,7.98,-2.65,101.45,102.28
5/17/2002,16:00:00,1101.75,1109,1097,1105.5,295213,1088.34,1104.55,90.12,44.39,-1.86,0,53.85,70,30,0.71,-5.61,-11.23,5.61,0,5.53,-1.68,100.95,102.43
5/20/2002,16:00:00,1104.75,1106.5,1090.75,1094,264411,1089.37,1104.13,87.5,53.31,-1.37,0,50.04,70,30,0.06,-4.69,-9.92,5.23,0,26.55,-0.64,99.55,100.97
5/21/2002,16:00:00,1093.5,1100.75,1079.25,1082.75,343824,1088.17,1103.29,76.42,59.75,-1.84,0,46.57,70,30,0.31,-4.82,-8.9,4.08,0,46.46,-0.81,98.82,99.65
5/22/2002,16:00:00,1082.5,1086.75,1075.5,1085,332506,1087.59,1102.58,65.61,63.86,-0.69,0,47.36,70,30,0.36,-4.68,-8.06,3.38,0,42.48,-2,99.22,99.86
5/23/2002,16:00:00,1086,1099.25,1080.5,1097,344990,1089.3,1102.36,67.19,67.99,0.37,0,51.46,70,30,0.76,-3.56,-7.16,3.6,0,21.62,-0.89,100.38,100.75
5/24/2002,16:00:00,1097,1101,1082,1082.25,247809,1088.02,1101.57,66.93,72.35,1.03,0,46.65,70,30,0.21,-3.82,-6.49,2.67,0,76.98,-0.73,99.45,99.14
5/27/2002,16:00:00,1083.25,1090,1082.75,1085.5,1278,1087.56,1100.94,67.19,75.12,1.83,0,47.81,70,30,1.07,-3.72,-5.94,2.22,0,70.15,-1.76,99.91,99.34
5/28/2002,16:00:00,1085.75,1088.5,1070,1074.75,357692,1085.23,1099.91,53.83,73.44,-0.14,0,44.38,70,30,0.16,-4.46,-5.64,1.18,0,87.82,-1.89,99.06,98.58
5/29/2002,16:00:00,1075,1077.5,1066.75,1068.25,307590,1082.15,1098.67,44.11,68.77,-1.84,0,42.39,70,30,0.26,-5.5,-5.61,0.11,0,96.45,-2.89,98.77,98.23
5/30/2002,16:00:00,1069.25,1073,1054.25,1065.25,394569,1079.07,1097.36,29.94,62.08,-1.87,0,41.47,70,30,0.25,-6.5,-5.79,-0.71,0,78.95,-3.3,99.07,98.27
5/31/2002,16:00:00,1065.75,1080.75,1062.75,1064,332615,1076.33,1096.05,23.15,54.93,-0.82,0,41.07,70,30,0.86,-7.3,-6.09,-1.21,0,79.14,-2.6,99.3,98.53
6/3/2002,16:00:00,1065.25,1071,1036.5,1039.25,451875,1069.59,1093.82,14.09,48.01,-1.19,0,34.07,70,30,0.2,-9.83,-6.84,-2.99,0,95.74,-3.53,97.83,96.73
6/4/2002,16:00:00,1040.25,1047,1030.75,1043,566352,1064.76,1091.83,12.36,42.09,-0.88,0,35.85,70,30,0.48,-11.39,-7.75,-3.64,0,82.56,-5.85,98.77,97.44
6/5/2002,16:00:00,1042.75,1052.25,1038.5,1051.25,399029,1062.3,1090.24,15.5,36.35,-3.18,0,39.72,70,30,0.67,-11.83,-8.57,-3.26,0,70.82,-5.21,99.88,98.52
6/6/2002,16:00:00,1051,1053.75,1013.75,1017.25,484838,1054.11,1087.38,14.4,30.51,-5.26,0,31.33,70,30,0.06,-14.75,-9.8,-4.95,0,95.41,-5.07,97.54,96.05
6/7/2002,16:00:00,1015.75,1034,1010.25,1028.25,408158,1049.41,1085.06,15.57,24.77,-2.44,0,36.04,70,30,0.71,-15.99,-11.04,-4.95,0,77,-6.95,99.27,97.59
6/10/2002,16:00:00,1029.25,1039.25,1025,1031.75,318365,1046.2,1082.97,15.23,20.48,-4,0,37.51,70,30,0.77,-16.5,-12.13,-4.37,0,69.5,-6.48,99.75,98.42
6/11/2002,16:00:00,1031,1045,1012,1014.25,442312,1040.39,1080.27,15.66,17.32,-7.71,0,33.38,70,30,0.4,-18.11,-13.33,-4.78,0,94.33,-5.82,98.61,97.31
6/12/2002,16:00:00,1013.5,1024.25,1002.5,1023.5,597959,1037.32,1078.05,16.61,15.84,-6.57,0,37.31,70,30,0.46,-18.43,-14.35,-4.08,0,73.16,-7.67,100.05,98.62
6/13/2002,16:00:00,1026.5,1026.5,1007.75,1010,33609,1032.35,1075.38,11.29,14.53,-8.22,0,34.15,70,30,0.16,-19.55,-15.39,-4.16,0,89.05,-7.49,98.87,97.84
6/14/2002,16:00:00,1010,1010.5,978.75,1009,20741,1028.11,1072.78,19.06,15.08,-8.73,0,33.92,70,30,0.02,-20.28,-16.37,-3.91,0,59.67,-8.66,99.15,98.27
6/17/2002,16:00:00,1009,1038.75,1008.25,1035.75,406870,1029.5,1071.32,29.66,17,-5.32,0,44.63,70,30,0.98,-18.48,-16.79,-1.69,0,24,-5.63,101.69,100.91
6/18/2002,16:00:00,1036.25,1045.5,1030.75,1041.75,386986,1031.72,1070.16,46.52,20.44,-3.79,0,46.71,70,30,0.66,-16.39,-16.71,0.32,0,16,-5.04,101.73,101.51
6/19/2002,16:00:00,1039.75,1041,1017.75,1021,431649,1029.77,1068.24,51.71,24.59,-5.9,0,40.96,70,30,-0.03,-16.22,-16.61,0.39,0,36.7,-5.52,99.76,99.78
6/20/2002,16:00:00,1019.75,1026,1004.75,1007.5,500095,1025.72,1065.85,43.79,27.73,-8.16,0,37.71,70,30,0.24,-16.98,-16.68,-0.29,0,56.93,-6.82,98.48,98.55
6/21/2002,16:00:00,1007.75,1013.75,985,991.5,430384,1019.5,1062.94,28.27,29.17,-8.39,0,34.24,70,30,0.22,-18.65,-17.08,-1.57,0,80.9,-6.93,97.25,97.34
6/24/2002,16:00:00,992.5,1005.5,971,997.5,641939,1015.5,1060.37,24.55,30.16,-8.11,0,36.6,70,30,0.41,-19.27,-17.52,-1.76,0,64.43,-7.61,98.58,98.26
6/25/2002,16:00:00,998.5,1007.25,973.75,975.5,523256,1008.23,1057.04,16.97,30.2,-9.23,0,32.06,70,30,0.29,-21.3,-18.27,-3.02,0,93.96,-6.75,97.69,96.46
6/26/2002,16:00:00,974.75,979.75,945.5,975.75,691371,1002.32,1053.86,22.37,31.43,-8.66,0,32.17,70,30,0.12,-22.62,-19.14,-3.48,0,69.75,-9.37,98.61,96.94
6/27/2002,16:00:00,976.5,993,964,991.25,614220,1000.31,1051.4,27.66,32.39,-6.95,0,38.39,70,30,0.59,-22.16,-19.75,-2.41,0,54.25,-8.18,100.5,98.67
6/28/2002,16:00:00,994,1003.25,986,988,365422,998.07,1048.91,38.44,33.37,-7.14,0,37.62,70,30,0.7,-21.81,-20.16,-1.65,0,57.5,-6.27,100.24,98.55
7/1/2002,16:00:00,989,996.25,967,969.5,421020,992.88,1045.8,37.42,32.35,-6.71,0,33.45,70,30,0.28,-22.76,-20.68,-2.08,0,74.87,-5.37,98.93,97.35
7/2/2002,16:00:00,970,974.25,945.5,948.25,587341,984.76,1041.97,23.08,29.17,-9.08,0,29.42,70,30,0.17,-24.94,-21.53,-3.41,0,96.58,-7.59,97.3,96.12
7/3/2002,16:00:00,949,955.5,934.75,953,417068,978.99,1038.49,14.48,25.92,-9.35,0,31.41,70,30,0.35,-25.99,-22.42,-3.56,0,76.9,-9.34,98.25,97.27
7/4/2002,16:00:00,953.75,955,950.25,952.5,1693,974.17,1035.11,12.05,24.12,-6.37,0,31.31,70,30,0.42,-26.55,-23.25,-3.3,0,75.52,-8.59,98.99,97.77
7/5/2002,16:00:00,952,993,950.25,991,201123,977.23,1033.38,27.77,24.47,-3.62,0,45.66,70,30,0.95,-23.62,-23.32,-0.3,0,22.41,-5.08,102.92,101.72
7/8/2002,16:00:00,990.5,995.75,973.25,978.75,471650,977.51,1031.24,35.52,26.53,-5.14,0,42.61,70,30,0.21,-22.03,-23.06,1.04,0,35.77,-4.79,101.46,100.66
7/9/2002,16:00:00,979.25,981.75,951.5,953.75,518802,973.19,1028.2,36.38,28.09,-5.96,0,37.15,70,30,0.1,-22.52,-22.95,0.43,0,72.26,-6.1,98.75,98.31
7/10/2002,16:00:00,956.5,961.5,917.75,919.25,715251,963.38,1023.93,19.83,27.22,-10.19,0,31.22,70,30,0.18,-25.41,-23.45,-1.96,0,98.25,-8.2,95.85,95.31
7/11/2002,16:00:00,919,930.5,900.5,928.5,788648,957.04,1020.19,14.8,24.59,-8.07,0,34.25,70,30,0.38,-26.64,-24.08,-2.56,0,70.76,-11.2,97.3,96.9
7/12/2002,16:00:00,933.75,936,912.75,916.75,515746,949.71,1016.13,13.94,21.98,-9.14,0,32.3,70,30,0.32,-28.24,-24.92,-3.33,0,82.94,-10.84,97.59,96.39
7/15/2002,16:00:00,916.75,924,875.75,921.75,806494,944.63,1012.43,25.68,22.27,-11.01,0,34.02,70,30,0.15,-28.78,-25.69,-3.09,0,61.67,-11.7,99.33,97.4
7/16/2002,16:00:00,923,923.5,894.75,901.5,810848,936.79,1008.08,24.06,23.34,-13.46,0,30.63,70,30,0.06,-30.48,-26.65,-3.83,0,78.54,-11.24,98.25,95.73
7/17/2002,16:00:00,902.75,929.75,891.5,908.75,690433,931.69,1004.18,27.1,25.01,-10.99,0,33.2,70,30,0.74,-30.89,-27.5,-3.4,0,72.5,-9.25,99.27,96.96
7/18/2002,16:00:00,901.5,918.75,874.25,878.5,566248,922.02,999.26,16.41,23.75,-12.8,0,28.46,70,30,0.22,-33.27,-28.65,-4.62,0,96.5,-9.26,97.02,94.48
7/19/2002,16:00:00,877,879,839.75,844.5,653827,907.92,993.19,10.17,20.93,-14.83,0,24.27,70,30,0.01,-37.47,-30.42,-7.06,0,96.65,-12.65,94.78,92.27
7/22/2002,16:00:00,842.75,856.25,810.75,821.5,925417,892.21,986.45,4.2,17.35,-17.64,0,21.91,70,30,0.26,-42.17,-32.77,-9.4,0,92.87,-15.02,94.32,91.33
7/23/2002,16:00:00,818,836.25,791.25,791.75,877555,873.95,978.82,2.93,15.48,-18.84,0,19.31,70,30,0.33,-47.74,-35.76,-11.98,0,99.65,-16.58,93.26,89.64
7/24/2002,16:00:00,790,847.5,771,842.5,975063,868.23,973.47,13.47,15.33,-13.66,0,33.78,70,30,0.73,-47.52,-38.11,-9.4,0,56.67,-15.9,100.81,96.22
7/25/2002,16:00:00,841.75,854.75,812.5,838.25,877658,862.78,968.17,21.29,16.15,-15.44,0,33.24,70,30,0.29,-47.14,-39.92,-7.22,0,57.64,-14.95,101.27,96.73
7/26/2002,16:00:00,837.5,855.75,824.75,852.75,542028,860.95,963.64,32.7,16.93,-13.69,0,36.93,70,30,0.56,-45.15,-40.96,-4.18,0,48.5,-14,102.82,99.14
7/29/2002,16:00:00,855,900,852.5,893.5,532834,866.87,960.89,41.12,18.82,-7.84,0,45.96,70,30,0.99,-39.82,-40.74,0.91,0,22.83,-9.61,105.9,104.22
7/30/2002,16:00:00,892.75,910.25,883.5,904.75,696995,873.76,958.69,53.99,21.81,-4.59,0,48.17,70,30,0.63,-34.3,-39.45,5.15,0,9.48,-8.78,104.43,105.49
7/31/2002,16:00:00,903.5,916,888.75,908.25,569275,880.03,956.71,69.49,27.71,-4.7,0,48.87,70,30,0.41,-29.3,-37.42,8.12,0,5.34,-8.35,103.27,105.9
8/1/2002,16:00:00,908.25,911.5,879,884,649830,880.75,953.86,73.78,34.78,-7.19,0,44.4,70,30,0.1,-26.99,-35.33,8.35,0,22.07,-8.82,99.48,103.01
8/2/2002,16:00:00,883.25,885.5,852.5,864,532616,877.71,950.34,70.23,42.11,-12.82,0,41.06,70,30,0.05,-26.46,-33.56,7.1,0,35.86,-11.1,96.98,100.45
8/5/2002,16:00:00,865,867.75,831.25,832,553728,869.4,945.7,55.34,47.94,-14.99,0,36.35,70,30,0.1,-28.3,-32.51,4.21,0,57.93,-11.45,94.7,96.61
8/6/2002,16:00:00,832.75,875,828.5,860.25,585652,867.73,942.35,51.08,52.11,-9.8,0,42.61,70,30,0.92,-27.16,-31.44,4.27,0,53.86,-8.81,98.91,99.1
8/7/2002,16:00:00,870,880.5,853.5,877.75,634061,869.55,939.81,55.24,55.89,-4.51,0,46.14,70,30,0.75,-24.57,-30.06,5.49,0,41.92,-5.77,101.64,100.71
8/8/2002,16:00:00,878.75,906.75,873.75,904.5,617757,875.91,938.43,72.98,60.36,-2.58,0,51.1,70,30,0.88,-20.12,-28.08,7.95,0,13.14,-3.14,104.24,103
